id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok,total_biaya
MIP-07303,TV 75 Inch,TV,2026-02-12,5,Thursday,2,13,5730000
MIP-07304,Screen 2x3,Screen,2025-05-17,6,Saturday,5,11,1940000
MIP-07305,TV 75 Inch,TV,2025-02-26,3,Wednesday,2,7,3269000
MIP-07306,TV 55 Inch,TV,2024-08-03,5,Saturday,8,9,2978000
MIP-07307,Epson 6000 Lumens,Proyektor,2024-04-06,1,Saturday,4,13,1067000
MIP-07308,Epson 6000 Lumens,Proyektor,2026-04-14,4,Tuesday,4,16,3838000
MIP-07309,Screen 3x4,Screen,2025-12-18,4,Thursday,12,17,1693000
MIP-07310,TV 50 Inch,TV,2024-07-07,4,Sunday,7,19,1631000
MIP-07311,TV 43 Inch,TV,2025-01-12,1,Sunday,1,9,328000
MIP-07312,TV 75 Inch,TV,2024-07-06,3,Saturday,7,15,3619000
MIP-07313,TV 55 Inch,TV,2024-08-13,7,Tuesday,8,12,3699000
MIP-07314,TV 75 Inch,TV,2025-01-09,6,Thursday,1,17,7002000
MIP-07315,TV 55 Inch,TV,2026-02-08,4,Sunday,2,20,2009000
MIP-07316,TV 65 Inch,TV,2024-09-23,5,Monday,9,19,3843000
MIP-07317,TV 50 Inch,TV,2025-08-25,4,Monday,8,10,1634000
MIP-07318,Screen 3x4,Screen,2024-10-12,7,Saturday,10,14,2887000
MIP-07319,TV 55 Inch,TV,2026-04-30,1,Thursday,4,5,544000
MIP-07320,TV 50 Inch,TV,2025-02-20,6,Thursday,2,9,2942000
MIP-07321,TV 55 Inch,TV,2024-01-06,4,Saturday,1,9,2088000
MIP-07322,TV 65 Inch,TV,2024-11-30,4,Saturday,11,15,2818000
MIP-07323,Screen 2x3,Screen,2024-05-26,7,Sunday,5,6,2093000
MIP-07324,TV 65 Inch,TV,2026-02-23,2,Monday,2,19,1457000
MIP-07325,TV 65 Inch,TV,2025-12-29,4,Monday,12,10,2558000
MIP-07326,TV 43 Inch,TV,2026-01-27,3,Tuesday,1,5,845000
MIP-07327,TV 75 Inch,TV,2025-08-21,7,Thursday,8,11,7920000
MIP-07328,TV 50 Inch,TV,2025-12-02,3,Tuesday,12,9,1414000
MIP-07329,Screen 2x3,Screen,2024-05-14,5,Tuesday,5,8,1407000
MIP-07330,TV 50 Inch,TV,2025-03-23,7,Sunday,3,16,3196000
MIP-07331,Epson 6000 Lumens,Proyektor,2024-07-09,2,Tuesday,7,11,1886000
MIP-07332,TV 50 Inch,TV,2025-05-20,4,Tuesday,5,5,1930000
MIP-07333,TV 50 Inch,TV,2024-12-19,4,Thursday,12,19,1959000
MIP-07334,Screen 3x4,Screen,2025-01-17,1,Friday,1,14,401000
MIP-07335,Epson 6000 Lumens,Proyektor,2025-04-14,1,Monday,4,11,970000
MIP-07336,TV 43 Inch,TV,2025-10-27,5,Monday,10,9,1420000
MIP-07337,Screen 2x3,Screen,2024-10-26,4,Saturday,10,9,1092000
MIP-07338,TV 43 Inch,TV,2024-07-16,4,Tuesday,7,9,1144000
MIP-07339,Epson 6000 Lumens,Proyektor,2025-08-04,6,Monday,8,13,6185000
MIP-07340,TV 55 Inch,TV,2024-03-06,6,Wednesday,3,17,3322000
MIP-07341,TV 75 Inch,TV,2025-02-13,7,Thursday,2,19,9146000
MIP-07342,Epson 6000 Lumens,Proyektor,2025-02-08,2,Saturday,2,18,1959000
MIP-07343,TV 43 Inch,TV,2025-11-18,2,Tuesday,11,18,623000
MIP-07344,TV 43 Inch,TV,2024-01-05,1,Friday,1,7,299000
MIP-07345,Screen 3x4,Screen,2026-03-23,7,Monday,3,9,2807000
MIP-07346,Epson 6000 Lumens,Proyektor,2026-04-21,7,Tuesday,4,6,6675000
MIP-07347,TV 50 Inch,TV,2025-05-30,3,Friday,5,9,1338000
MIP-07348,TV 65 Inch,TV,2026-04-16,3,Thursday,4,11,2088000
MIP-07349,TV 43 Inch,TV,2026-02-09,2,Monday,2,18,625000
MIP-07350,TV 75 Inch,TV,2025-11-22,5,Saturday,11,17,6529000
MIP-07351,Epson 6000 Lumens,Proyektor,2026-03-19,5,Thursday,3,10,4829000
MIP-07352,TV 65 Inch,TV,2025-05-25,6,Sunday,5,7,3815000
MIP-07353,TV 43 Inch,TV,2025-01-25,1,Saturday,1,15,300000
MIP-07354,TV 50 Inch,TV,2025-09-13,3,Saturday,9,18,1362000
MIP-07355,Screen 3x4,Screen,2024-01-25,5,Thursday,1,16,1867000
MIP-07356,TV 65 Inch,TV,2024-10-13,5,Sunday,10,6,3682000
MIP-07357,Screen 2x3,Screen,2024-07-11,2,Thursday,7,13,658000
MIP-07358,TV 55 Inch,TV,2026-02-20,7,Friday,2,7,4193000
MIP-07359,TV 43 Inch,TV,2025-01-18,1,Saturday,1,5,282000
MIP-07360,Screen 2x3,Screen,2024-04-20,3,Saturday,4,14,968000
MIP-07361,TV 65 Inch,TV,2024-04-22,4,Monday,4,16,2915000
MIP-07362,Epson 6000 Lumens,Proyektor,2025-07-07,1,Monday,7,11,991000
MIP-07363,Epson 6000 Lumens,Proyektor,2024-10-19,3,Saturday,10,7,3024000
MIP-07364,Epson 6000 Lumens,Proyektor,2024-10-15,1,Tuesday,10,13,1070000
MIP-07365,TV 43 Inch,TV,2024-03-06,3,Wednesday,3,17,896000
MIP-07366,TV 65 Inch,TV,2025-06-05,3,Thursday,6,7,2047000
MIP-07367,TV 43 Inch,TV,2024-12-04,2,Wednesday,12,8,599000
MIP-07368,TV 50 Inch,TV,2025-06-11,6,Wednesday,6,11,2743000
MIP-07369,TV 75 Inch,TV,2024-11-13,4,Wednesday,11,15,4502000
MIP-07370,TV 55 Inch,TV,2025-06-01,1,Sunday,6,11,594000
MIP-07371,Epson 6000 Lumens,Proyektor,2025-10-01,6,Wednesday,10,5,6209000
MIP-07372,Screen 2x3,Screen,2025-02-16,5,Sunday,2,15,1540000
MIP-07373,TV 65 Inch,TV,2024-10-15,4,Tuesday,10,8,2576000
MIP-07374,TV 75 Inch,TV,2026-04-15,4,Wednesday,4,13,4900000
MIP-07375,Epson 6000 Lumens,Proyektor,2024-04-03,5,Wednesday,4,6,4621000
MIP-07376,Screen 3x4,Screen,2025-04-18,7,Friday,4,8,2564000
MIP-07377,TV 65 Inch,TV,2025-09-12,5,Friday,9,11,3519000
MIP-07378,TV 75 Inch,TV,2025-12-19,1,Friday,12,18,1177000
MIP-07379,Screen 2x3,Screen,2024-04-19,3,Friday,4,17,916000
MIP-07380,TV 65 Inch,TV,2026-03-29,5,Sunday,3,18,3212000
MIP-07381,Screen 2x3,Screen,2024-03-28,5,Thursday,3,20,1479000
MIP-07382,TV 65 Inch,TV,2025-03-25,3,Tuesday,3,11,1963000
MIP-07383,TV 43 Inch,TV,2024-06-12,4,Wednesday,6,7,1317000
MIP-07384,TV 75 Inch,TV,2024-02-12,6,Monday,2,15,7288000
MIP-07385,Epson 6000 Lumens,Proyektor,2024-12-06,5,Friday,12,11,5187000
MIP-07386,TV 55 Inch,TV,2024-07-13,3,Saturday,7,16,1592000
MIP-07387,Screen 2x3,Screen,2025-08-25,3,Monday,8,18,827000
MIP-07388,TV 55 Inch,TV,2025-03-26,6,Wednesday,3,9,3614000
MIP-07389,TV 55 Inch,TV,2024-09-09,3,Monday,9,12,1579000
MIP-07390,TV 43 Inch,TV,2025-08-15,6,Friday,8,10,1773000
MIP-07391,TV 50 Inch,TV,2024-06-12,4,Wednesday,6,17,1854000
MIP-07392,Screen 3x4,Screen,2024-04-06,4,Saturday,4,20,1448000
MIP-07393,TV 55 Inch,TV,2025-07-26,1,Saturday,7,7,584000
MIP-07394,TV 55 Inch,TV,2025-07-06,7,Sunday,7,13,3878000
MIP-07395,TV 65 Inch,TV,2025-03-14,5,Friday,3,20,3345000
MIP-07396,TV 43 Inch,TV,2024-01-05,7,Friday,1,11,1916000
MIP-07397,Epson 6000 Lumens,Proyektor,2024-06-04,7,Tuesday,6,15,6527000
MIP-07398,TV 43 Inch,TV,2024-06-10,7,Monday,6,19,2266000
MIP-07399,Screen 3x4,Screen,2025-05-05,7,Monday,5,17,2904000
MIP-07400,TV 65 Inch,TV,2025-08-29,5,Friday,8,12,3325000
MIP-07401,TV 50 Inch,TV,2024-11-20,1,Wednesday,11,16,411000
MIP-07402,Epson 6000 Lumens,Proyektor,2024-06-17,3,Monday,6,9,3114000
MIP-07403,TV 55 Inch,TV,2024-11-03,4,Sunday,11,8,2232000
MIP-07404,TV 43 Inch,TV,2024-01-05,7,Friday,1,19,2060000
MIP-07405,TV 43 Inch,TV,2024-01-08,5,Monday,1,20,1459000
MIP-07406,Screen 3x4,Screen,2026-01-09,7,Friday,1,5,2641000
MIP-07407,TV 75 Inch,TV,2026-02-22,7,Sunday,2,12,8685000
MIP-07408,Screen 3x4,Screen,2025-05-10,7,Saturday,5,20,3064000
MIP-07409,TV 75 Inch,TV,2025-04-11,6,Friday,4,8,6733000
MIP-07410,Screen 2x3,Screen,2026-02-17,5,Tuesday,2,14,1529000
MIP-07411,Screen 3x4,Screen,2024-11-22,2,Friday,11,20,788000
MIP-07412,TV 65 Inch,TV,2024-07-22,1,Monday,7,6,693000
MIP-07413,Epson 6000 Lumens,Proyektor,2025-03-29,1,Saturday,3,9,951000
MIP-07414,Screen 2x3,Screen,2024-02-19,7,Monday,2,9,2237000
MIP-07415,TV 50 Inch,TV,2024-05-24,2,Friday,5,14,897000
MIP-07416,TV 50 Inch,TV,2025-05-15,2,Thursday,5,6,908000
MIP-07417,TV 55 Inch,TV,2026-01-26,6,Monday,1,20,3171000
MIP-07418,TV 75 Inch,TV,2025-04-25,1,Friday,4,18,1124000
MIP-07419,Screen 2x3,Screen,2025-11-25,5,Tuesday,11,20,1376000
MIP-07420,Screen 2x3,Screen,2025-01-20,3,Monday,1,18,939000
MIP-07421,TV 55 Inch,TV,2026-03-01,4,Sunday,3,17,2066000
MIP-07422,TV 75 Inch,TV,2025-02-20,3,Thursday,2,6,3737000
MIP-07423,TV 65 Inch,TV,2025-06-20,7,Friday,6,12,4793000
MIP-07424,TV 43 Inch,TV,2024-10-21,7,Monday,10,13,2065000
MIP-07425,Epson 6000 Lumens,Proyektor,2024-01-18,5,Thursday,1,16,4969000
MIP-07426,Screen 3x4,Screen,2024-06-14,7,Friday,6,14,2726000
MIP-07427,Screen 3x4,Screen,2025-11-21,4,Friday,11,16,1472000
MIP-07428,TV 43 Inch,TV,2026-03-10,4,Tuesday,3,11,1154000
MIP-07429,Screen 3x4,Screen,2024-05-10,7,Friday,5,7,2892000
MIP-07430,Screen 2x3,Screen,2026-02-17,3,Tuesday,2,12,930000
MIP-07431,Epson 6000 Lumens,Proyektor,2025-04-14,1,Monday,4,16,957000
MIP-07432,TV 50 Inch,TV,2025-05-04,6,Sunday,5,12,2678000
MIP-07433,TV 65 Inch,TV,2024-02-21,7,Wednesday,2,8,4600000
MIP-07434,TV 55 Inch,TV,2025-05-19,7,Monday,5,8,3627000
MIP-07435,Screen 2x3,Screen,2024-12-02,1,Monday,12,8,271000
MIP-07436,Epson 6000 Lumens,Proyektor,2024-03-11,4,Monday,3,9,4317000
MIP-07437,TV 65 Inch,TV,2024-01-10,1,Wednesday,1,6,659000
MIP-07438,Screen 3x4,Screen,2025-02-14,3,Friday,2,11,1135000
MIP-07439,TV 50 Inch,TV,2025-04-24,3,Thursday,4,19,1290000
MIP-07440,TV 43 Inch,TV,2024-08-13,3,Tuesday,8,14,833000
MIP-07441,TV 43 Inch,TV,2025-01-01,4,Wednesday,1,7,1233000
MIP-07442,Screen 3x4,Screen,2024-04-20,3,Saturday,4,17,1098000
MIP-07443,TV 75 Inch,TV,2025-08-06,1,Wednesday,8,13,1112000
MIP-07444,TV 65 Inch,TV,2024-09-05,6,Thursday,9,18,4322000
MIP-07445,TV 65 Inch,TV,2024-10-17,6,Thursday,10,12,4065000
MIP-07446,Screen 3x4,Screen,2024-01-24,2,Wednesday,1,7,833000
MIP-07447,TV 75 Inch,TV,2025-12-10,2,Wednesday,12,18,2428000
MIP-07448,TV 65 Inch,TV,2025-01-08,2,Wednesday,1,9,1332000
MIP-07449,TV 50 Inch,TV,2025-02-06,5,Thursday,2,15,2318000
MIP-07450,TV 50 Inch,TV,2025-08-29,2,Friday,8,20,831000
MIP-07451,Screen 3x4,Screen,2024-10-24,1,Thursday,10,6,403000
MIP-07452,Epson 6000 Lumens,Proyektor,2025-12-06,6,Saturday,12,9,5925000
MIP-07453,Epson 6000 Lumens,Proyektor,2025-07-13,4,Sunday,7,6,3814000
MIP-07454,Screen 2x3,Screen,2024-11-07,6,Thursday,11,17,1837000
MIP-07455,Epson 6000 Lumens,Proyektor,2024-11-23,1,Saturday,11,5,1074000
MIP-07456,TV 55 Inch,TV,2024-10-13,2,Sunday,10,9,1210000
MIP-07457,TV 75 Inch,TV,2024-04-27,4,Saturday,4,11,4903000
MIP-07458,Epson 6000 Lumens,Proyektor,2025-10-22,6,Wednesday,10,11,5886000
MIP-07459,TV 43 Inch,TV,2024-11-23,4,Saturday,11,11,1134000
MIP-07460,TV 65 Inch,TV,2025-09-04,6,Thursday,9,11,3996000
MIP-07461,Epson 6000 Lumens,Proyektor,2024-04-01,1,Monday,4,6,996000
MIP-07462,Epson 6000 Lumens,Proyektor,2025-08-26,1,Tuesday,8,12,973000
MIP-07463,Screen 2x3,Screen,2025-07-20,4,Sunday,7,8,1299000
MIP-07464,Epson 6000 Lumens,Proyektor,2026-04-08,3,Wednesday,4,6,2921000
MIP-07465,Screen 3x4,Screen,2025-06-23,6,Monday,6,12,2339000
MIP-07466,TV 55 Inch,TV,2025-12-16,3,Tuesday,12,7,1612000
MIP-07467,TV 55 Inch,TV,2025-07-10,5,Thursday,7,10,2935000
MIP-07468,Epson 6000 Lumens,Proyektor,2025-09-28,6,Sunday,9,12,6181000
MIP-07469,Epson 6000 Lumens,Proyektor,2024-09-25,6,Wednesday,9,12,6137000
MIP-07470,TV 75 Inch,TV,2025-03-03,4,Monday,3,7,4641000
MIP-07471,TV 43 Inch,TV,2026-02-27,4,Friday,2,17,1276000
MIP-07472,Screen 3x4,Screen,2025-06-30,6,Monday,6,5,2178000
MIP-07473,Screen 2x3,Screen,2024-05-23,2,Thursday,5,18,644000
MIP-07474,Screen 2x3,Screen,2024-12-23,7,Monday,12,14,2105000
MIP-07475,TV 75 Inch,TV,2025-12-15,3,Monday,12,19,3527000
MIP-07476,Epson 6000 Lumens,Proyektor,2024-12-21,6,Saturday,12,12,5997000
MIP-07477,Screen 2x3,Screen,2026-04-28,7,Tuesday,4,7,2170000
MIP-07478,Epson 6000 Lumens,Proyektor,2024-12-23,6,Monday,12,11,5415000
MIP-07479,TV 43 Inch,TV,2024-01-09,7,Tuesday,1,18,2256000
MIP-07480,TV 75 Inch,TV,2024-07-26,5,Friday,7,19,5936000
MIP-07481,TV 50 Inch,TV,2024-05-22,1,Wednesday,5,8,436000
MIP-07482,TV 50 Inch,TV,2024-05-23,6,Thursday,5,18,2505000
MIP-07483,TV 43 Inch,TV,2025-04-30,4,Wednesday,4,16,1185000
MIP-07484,Epson 6000 Lumens,Proyektor,2026-02-14,6,Saturday,2,8,5996000
MIP-07485,TV 65 Inch,TV,2026-04-11,4,Saturday,4,18,2746000
MIP-07486,TV 75 Inch,TV,2025-12-07,7,Sunday,12,8,8700000
MIP-07487,TV 75 Inch,TV,2025-05-05,4,Monday,5,9,4724000
MIP-07488,TV 43 Inch,TV,2025-02-22,2,Saturday,2,18,655000
MIP-07489,TV 55 Inch,TV,2024-01-26,1,Friday,1,17,561000
MIP-07490,Screen 3x4,Screen,2025-04-15,4,Tuesday,4,10,1698000
MIP-07491,Screen 3x4,Screen,2024-07-07,4,Sunday,7,18,1475000
MIP-07492,TV 65 Inch,TV,2025-03-30,5,Sunday,3,5,3428000
MIP-07493,TV 43 Inch,TV,2025-04-03,6,Thursday,4,17,1741000
MIP-07494,Screen 2x3,Screen,2025-02-08,7,Saturday,2,15,2129000
MIP-07495,Screen 3x4,Screen,2024-07-10,5,Wednesday,7,5,2144000
MIP-07496,TV 75 Inch,TV,2024-10-25,5,Friday,10,12,5494000
MIP-07497,TV 55 Inch,TV,2025-08-02,5,Saturday,8,8,2515000
MIP-07498,Screen 3x4,Screen,2024-11-27,3,Wednesday,11,20,1284000
MIP-07499,TV 75 Inch,TV,2025-04-21,2,Monday,4,18,2262000
MIP-07500,TV 55 Inch,TV,2025-09-09,7,Tuesday,9,20,3980000
MIP-07501,TV 65 Inch,TV,2024-10-30,1,Wednesday,10,11,706000
MIP-07502,TV 55 Inch,TV,2026-01-29,5,Thursday,1,5,2933000
MIP-07503,TV 55 Inch,TV,2024-01-31,1,Wednesday,1,14,509000
MIP-07504,Screen 2x3,Screen,2026-03-02,4,Monday,3,8,1111000
MIP-07505,TV 65 Inch,TV,2024-12-03,4,Tuesday,12,11,2832000
MIP-07506,Screen 2x3,Screen,2026-04-22,2,Wednesday,4,16,654000
MIP-07507,TV 65 Inch,TV,2024-12-25,7,Wednesday,12,7,4817000
MIP-07508,TV 75 Inch,TV,2024-03-23,6,Saturday,3,8,6951000
MIP-07509,TV 50 Inch,TV,2025-06-22,4,Sunday,6,6,1838000
MIP-07510,Epson 6000 Lumens,Proyektor,2025-10-29,3,Wednesday,10,6,3258000
MIP-07511,Epson 6000 Lumens,Proyektor,2026-01-05,5,Monday,1,10,5337000
MIP-07512,TV 50 Inch,TV,2024-10-03,5,Thursday,10,10,2473000
MIP-07513,TV 75 Inch,TV,2025-07-28,7,Monday,7,20,7598000
MIP-07514,TV 55 Inch,TV,2025-10-16,4,Thursday,10,6,2030000
MIP-07515,TV 43 Inch,TV,2025-10-19,1,Sunday,10,9,307000
MIP-07516,TV 43 Inch,TV,2024-01-19,1,Friday,1,8,319000
MIP-07517,Screen 3x4,Screen,2024-12-14,6,Saturday,12,5,2297000
MIP-07518,Screen 2x3,Screen,2025-10-21,5,Tuesday,10,17,1422000
MIP-07519,Epson 6000 Lumens,Proyektor,2025-05-20,3,Tuesday,5,10,3172000
MIP-07520,Epson 6000 Lumens,Proyektor,2025-02-15,6,Saturday,2,16,5468000
MIP-07521,Screen 3x4,Screen,2024-07-04,2,Thursday,7,12,779000
MIP-07522,TV 43 Inch,TV,2025-02-21,5,Friday,2,11,1502000
MIP-07523,Screen 2x3,Screen,2025-10-11,5,Saturday,10,5,1518000
MIP-07524,TV 65 Inch,TV,2024-06-21,1,Friday,6,5,732000
MIP-07525,TV 75 Inch,TV,2025-10-16,2,Thursday,10,5,2330000
MIP-07526,Screen 3x4,Screen,2026-04-11,3,Saturday,4,10,1227000
MIP-07527,TV 65 Inch,TV,2025-10-28,6,Tuesday,10,18,4272000
MIP-07528,Screen 3x4,Screen,2024-09-22,6,Sunday,9,19,2423000
MIP-07529,TV 55 Inch,TV,2024-09-01,4,Sunday,9,14,2262000
MIP-07530,Epson 6000 Lumens,Proyektor,2025-12-15,7,Monday,12,15,6663000
MIP-07531,TV 75 Inch,TV,2026-03-11,6,Wednesday,3,7,6602000
MIP-07532,TV 50 Inch,TV,2024-11-08,4,Friday,11,16,1663000
MIP-07533,TV 65 Inch,TV,2025-11-25,7,Tuesday,11,20,4630000
MIP-07534,TV 50 Inch,TV,2024-02-20,6,Tuesday,2,17,2700000
MIP-07535,TV 75 Inch,TV,2026-03-18,2,Wednesday,3,16,2563000
MIP-07536,TV 50 Inch,TV,2024-09-16,3,Monday,9,12,1404000
MIP-07537,TV 50 Inch,TV,2024-12-04,6,Wednesday,12,7,2856000
MIP-07538,TV 50 Inch,TV,2025-01-24,6,Friday,1,18,2620000
MIP-07539,TV 65 Inch,TV,2024-12-28,7,Saturday,12,11,4807000
MIP-07540,TV 50 Inch,TV,2025-06-02,2,Monday,6,14,881000
MIP-07541,TV 43 Inch,TV,2025-11-08,3,Saturday,11,18,845000
MIP-07542,Screen 3x4,Screen,2025-03-02,7,Sunday,3,20,2554000
MIP-07543,TV 43 Inch,TV,2025-03-20,4,Thursday,3,14,1222000
MIP-07544,TV 55 Inch,TV,2024-09-03,2,Tuesday,9,5,1208000
MIP-07545,TV 75 Inch,TV,2025-04-29,3,Tuesday,4,20,3360000
MIP-07546,Epson 6000 Lumens,Proyektor,2025-06-04,5,Wednesday,6,14,4547000
MIP-07547,TV 43 Inch,TV,2024-06-11,7,Tuesday,6,18,2217000
MIP-07548,TV 43 Inch,TV,2025-11-03,7,Monday,11,13,1996000
MIP-07549,TV 50 Inch,TV,2024-09-06,7,Friday,9,18,3358000
MIP-07550,TV 55 Inch,TV,2025-07-02,1,Wednesday,7,16,572000
MIP-07551,Epson 6000 Lumens,Proyektor,2026-02-20,6,Friday,2,14,6535000
MIP-07552,TV 55 Inch,TV,2026-03-29,1,Sunday,3,16,540000
MIP-07553,Epson 6000 Lumens,Proyektor,2025-09-02,2,Tuesday,9,13,2065000
MIP-07554,TV 65 Inch,TV,2025-04-19,2,Saturday,4,5,1390000
MIP-07555,Epson 6000 Lumens,Proyektor,2025-04-13,2,Sunday,4,13,2052000
MIP-07556,Screen 3x4,Screen,2026-02-15,5,Sunday,2,11,1980000
MIP-07557,Epson 6000 Lumens,Proyektor,2025-12-14,4,Sunday,12,19,3751000
MIP-07558,TV 43 Inch,TV,2026-01-26,4,Monday,1,9,1202000
MIP-07559,TV 55 Inch,TV,2024-10-03,6,Thursday,10,16,3319000
MIP-07560,Epson 6000 Lumens,Proyektor,2024-09-04,5,Wednesday,9,5,5311000
MIP-07561,Screen 2x3,Screen,2025-03-07,2,Friday,3,15,628000
MIP-07562,TV 55 Inch,TV,2024-04-22,3,Monday,4,6,1704000
MIP-07563,Screen 3x4,Screen,2025-12-06,6,Saturday,12,5,2214000
MIP-07564,TV 50 Inch,TV,2024-12-17,1,Tuesday,12,10,470000
MIP-07565,Screen 2x3,Screen,2024-11-15,2,Friday,11,15,600000
MIP-07566,TV 43 Inch,TV,2024-03-07,2,Thursday,3,19,647000
MIP-07567,TV 50 Inch,TV,2026-03-01,6,Sunday,3,12,2927000
MIP-07568,TV 43 Inch,TV,2026-02-07,4,Saturday,2,15,1093000
MIP-07569,TV 43 Inch,TV,2024-03-21,7,Thursday,3,8,2235000
MIP-07570,Screen 2x3,Screen,2024-05-25,2,Saturday,5,16,545000
MIP-07571,Epson 6000 Lumens,Proyektor,2024-10-08,7,Tuesday,10,10,6814000
MIP-07572,TV 65 Inch,TV,2025-01-01,2,Wednesday,1,19,1412000
MIP-07573,TV 50 Inch,TV,2024-06-01,5,Saturday,6,18,2092000
MIP-07574,TV 65 Inch,TV,2024-07-06,7,Saturday,7,16,5141000
MIP-07575,Screen 2x3,Screen,2025-12-09,1,Tuesday,12,16,271000
MIP-07576,TV 75 Inch,TV,2024-08-16,5,Friday,8,11,5602000
MIP-07577,TV 55 Inch,TV,2024-12-22,3,Sunday,12,15,1677000
MIP-07578,Screen 2x3,Screen,2024-09-22,6,Sunday,9,18,1877000
MIP-07579,Epson 6000 Lumens,Proyektor,2026-03-28,5,Saturday,3,7,5417000
MIP-07580,TV 43 Inch,TV,2024-11-27,1,Wednesday,11,7,312000
MIP-07581,TV 75 Inch,TV,2025-11-12,3,Wednesday,11,16,3724000
MIP-07582,TV 55 Inch,TV,2024-11-16,7,Saturday,11,12,3769000
MIP-07583,TV 75 Inch,TV,2025-12-16,1,Tuesday,12,18,1080000
MIP-07584,Screen 3x4,Screen,2025-04-30,2,Wednesday,4,8,739000
MIP-07585,TV 65 Inch,TV,2025-04-11,2,Friday,4,12,1410000
MIP-07586,TV 75 Inch,TV,2024-09-13,4,Friday,9,8,4968000
MIP-07587,Screen 3x4,Screen,2024-03-29,6,Friday,3,15,2360000
MIP-07588,TV 75 Inch,TV,2025-01-18,4,Saturday,1,10,5021000
MIP-07589,TV 65 Inch,TV,2024-09-20,1,Friday,9,10,703000
MIP-07590,TV 65 Inch,TV,2024-01-30,5,Tuesday,1,13,3202000
MIP-07591,Screen 2x3,Screen,2025-06-07,7,Saturday,6,19,1971000
MIP-07592,TV 65 Inch,TV,2024-06-12,1,Wednesday,6,6,748000
MIP-07593,TV 65 Inch,TV,2025-08-07,2,Thursday,8,7,1463000
MIP-07594,TV 65 Inch,TV,2024-09-03,1,Tuesday,9,12,755000
MIP-07595,TV 55 Inch,TV,2024-03-16,4,Saturday,3,20,2032000
MIP-07596,Epson 6000 Lumens,Proyektor,2024-11-14,3,Thursday,11,6,3294000
MIP-07597,TV 55 Inch,TV,2026-01-08,5,Thursday,1,9,2590000
MIP-07598,Screen 3x4,Screen,2025-11-24,6,Monday,11,18,2166000
MIP-07599,TV 75 Inch,TV,2024-08-21,6,Wednesday,8,8,7916000
MIP-07600,Screen 3x4,Screen,2026-02-17,2,Tuesday,2,13,765000
MIP-07601,TV 43 Inch,TV,2026-04-27,7,Monday,4,6,2171000
MIP-07602,TV 50 Inch,TV,2025-05-29,3,Thursday,5,7,1263000
MIP-07603,TV 50 Inch,TV,2025-10-27,2,Monday,10,6,914000
MIP-07604,Screen 3x4,Screen,2025-01-13,5,Monday,1,12,2162000
MIP-07605,TV 65 Inch,TV,2024-10-31,3,Thursday,10,6,2024000
MIP-07606,Screen 3x4,Screen,2025-07-20,2,Sunday,7,12,827000
MIP-07607,Screen 2x3,Screen,2024-09-09,3,Monday,9,9,844000
MIP-07608,TV 75 Inch,TV,2025-01-05,7,Sunday,1,16,8610000
MIP-07609,TV 75 Inch,TV,2025-01-22,4,Wednesday,1,10,4643000
MIP-07610,Screen 2x3,Screen,2024-04-22,6,Monday,4,15,1696000
MIP-07611,TV 50 Inch,TV,2025-08-27,1,Wednesday,8,14,433000
MIP-07612,TV 50 Inch,TV,2024-07-17,1,Wednesday,7,11,421000
MIP-07613,TV 50 Inch,TV,2024-09-11,4,Wednesday,9,16,1945000
MIP-07614,TV 43 Inch,TV,2026-03-25,1,Wednesday,3,6,294000
MIP-07615,Screen 3x4,Screen,2025-11-11,5,Tuesday,11,20,1898000
MIP-07616,TV 75 Inch,TV,2024-05-01,6,Wednesday,5,8,7126000
MIP-07617,TV 55 Inch,TV,2024-01-17,4,Wednesday,1,9,2121000
MIP-07618,Screen 2x3,Screen,2025-11-20,4,Thursday,11,9,1259000
MIP-07619,TV 65 Inch,TV,2026-03-12,3,Thursday,3,7,2298000
MIP-07620,TV 75 Inch,TV,2024-08-06,7,Tuesday,8,10,8296000
MIP-07621,Screen 2x3,Screen,2025-03-13,2,Thursday,3,7,643000
MIP-07622,Epson 6000 Lumens,Proyektor,2026-01-18,5,Sunday,1,20,5066000
MIP-07623,TV 43 Inch,TV,2026-04-19,5,Sunday,4,9,1397000
MIP-07624,Screen 3x4,Screen,2024-04-10,5,Wednesday,4,12,2076000
MIP-07625,TV 65 Inch,TV,2025-08-03,1,Sunday,8,15,702000
MIP-07626,TV 75 Inch,TV,2024-08-11,6,Sunday,8,19,7417000
MIP-07627,TV 65 Inch,TV,2026-03-07,4,Saturday,3,8,3018000
MIP-07628,Epson 6000 Lumens,Proyektor,2025-01-02,2,Thursday,1,19,1976000
MIP-07629,TV 75 Inch,TV,2024-01-02,4,Tuesday,1,14,5185000
MIP-07630,TV 55 Inch,TV,2025-09-01,6,Monday,9,7,3465000
MIP-07631,TV 55 Inch,TV,2024-07-20,1,Saturday,7,13,549000
MIP-07632,TV 50 Inch,TV,2024-11-21,1,Thursday,11,5,459000
MIP-07633,Screen 3x4,Screen,2024-01-07,2,Sunday,1,17,772000
MIP-07634,TV 43 Inch,TV,2025-07-27,4,Sunday,7,6,1316000
MIP-07635,TV 43 Inch,TV,2026-02-01,3,Sunday,2,16,930000
MIP-07636,Epson 6000 Lumens,Proyektor,2024-06-23,5,Sunday,6,15,4544000
